  -1.1500000  -8.5216703
  -1.1453999  -7.9578376
  -1.1408000  -7.4212670
  -1.1362000  -6.9109769
  -1.1316000  -6.4260726
  -1.1270000  -5.9656248
  -1.1223999  -5.5287700
  -1.1178000  -5.1146564
  -1.1131999  -4.7224278
  -1.1086000  -4.3512869
  -1.1040000  -4.0004210
  -1.0993999  -3.6690667
  -1.0948000  -3.3564744
  -1.0901999  -3.0618978
  -1.0856000  -2.7846363
  -1.0810000  -2.5239801
  -1.0763999  -2.2792625
  -1.0718000  -2.0498331
  -1.0671999  -1.8350408
  -1.0626000  -1.6342788
  -1.0580000  -1.4469340
  -1.0533999  -1.2724283
  -1.0488000  -1.1101998
  -1.0441999  -0.9596903
  -1.0396000  -0.8203759
  -1.0350000  -0.6917326
  -1.0303999  -0.5732653
  -1.0258000  -0.4644924
  -1.0211999  -0.3649405
  -1.0166000  -0.2741615
  -1.0120000  -0.1917132
  -1.0074000  -0.1171766
  -1.0028000  -5.0138652E-02
  -0.9981999   9.7924471E-03
  -0.9936000   6.2997520E-02
  -0.9890000   0.1098449
  -0.9844000   0.1506879
  -0.9798000   0.1858691
  -0.9751999   0.2157165
  -0.9706000   0.2405450
  -0.9660000   0.2606611
  -0.9614000   0.2763556
  -0.9568000   0.2879111
  -0.9521999   0.2955962
  -0.9476000   0.2996702
  -0.9430000   0.3003821
  -0.9384000   0.2979684
  -0.9338000   0.2926587
  -0.9291999   0.2846691
  -0.9246000   0.2742103
  -0.9200000   0.2614797
  -0.9154000   0.2466677
  -0.9108000   0.2299572
  -0.9062000   0.2115191
  -0.9016000   0.1915194
  -0.8970000   0.1701138
  -0.8924000   0.1474515
  -0.8878000   0.1236736
  -0.8831999   9.8913848E-02
  -0.8786000   7.3299527E-02
  -0.8740000   4.6949863E-02
  -0.8694000   1.9978523E-02
  -0.8648000  -7.5070560E-03
  -0.8601999  -3.5407633E-02
  -0.8556000  -6.3625991E-02
  -0.8510000  -9.2076093E-02
  -0.8464000  -0.1206726
  -0.8418000  -0.1493379
  -0.8371999  -0.1779995
  -0.8326000  -0.2065889
  -0.8279999  -0.2350441
  -0.8234000  -0.2633056
  -0.8188000  -0.2913197
  -0.8141999  -0.3190365
  -0.8096000  -0.3464099
  -0.8049999  -0.3733989
  -0.8004000  -0.3999647
  -0.7958000  -0.4260723
  -0.7912000  -0.4516914
  -0.7866000  -0.4767936
  -0.7819999  -0.5013543
  -0.7774000  -0.5253510
  -0.7728000  -0.5487648
  -0.7682000  -0.5715796
  -0.7636000  -0.5937812
  -0.7589999  -0.6153584
  -0.7544000  -0.6363014
  -0.7498000  -0.6566031
  -0.7452000  -0.6762584
  -0.7406000  -0.6952645
  -0.7359999  -0.7136197
  -0.7314000  -0.7313240
  -0.7268000  -0.7483792
  -0.7222000  -0.7647886
  -0.7176000  -0.7805566
  -0.7129999  -0.7956893
  -0.7084000  -0.8101933
