  -0.8408962  -0.6066471
  -0.9423995   8.1812620E-02
  -1.0478517   0.4417850
   0.7571061  -0.9189727
   0.6808548   0.8253638
  -0.8750902  -0.1108977
   0.3585088   0.1423737
  -1.1570151   0.6919572
  -0.3926958  -0.6931093
  -3.7287354E-02   0.9115748
   0.2332423  -0.9499130
   0.1034689   0.8122604
  -0.9991112  -0.3387771
  -6.2239408E-02   0.1727264
   1.3201809   0.4786351
   0.2810450   0.4198195
  -0.4761494  -9.4461322E-02
   1.3561893   0.3883675
  -0.2524729   0.2741493
   0.6885180  -0.3730717
  -7.7627063E-02  -0.2156713
  -0.6773094  -0.7875009
   0.4614656   0.4718865
  -0.1469693   0.9962568
   1.8858976   8.9327335E-02
   0.2824194  -0.6762800
  -1.3744918  -0.2389790
  -1.0838280  -0.5208397
   0.1046209   0.2465787
  -1.6352649   0.2483757
   0.1024287   0.4496616
   1.5177190  -0.5381438
   0.3035834  -0.5818508
  -3.6520243E-02  -0.2154784
  -1.0233040  -0.4177936
   1.3289199   0.1422355
  -0.8422031   0.5528681
   1.0924568   5.4714680E-02
   0.9221337  -0.4094306
   1.4774554   0.5081996
  -0.4059079  -0.6904765
  -0.9913956   0.6533235
   1.6145320   0.4076306
  -0.5605943  -0.9538247
  -0.4492874  -0.4851558
   0.8271871  -1.3516903E-02
   1.1606383  -0.5505617
  -1.1523371   0.7095582
   0.6701105  -0.4536116
  -1.4529395   0.1508412
   0.4465303  -0.8106782
   1.4253194  -0.3835813
  -0.6553826  -0.8519888
   0.9839690   0.6244609
  -0.8644630   0.7910874
  -1.0295006  -0.1949279
   1.1830485  -0.1533672
  -0.5028380   0.3578373
   0.8009520   0.1720252
  -0.8995612  -0.4350007
   0.5338924  -0.3357100
   1.1299090  -0.2791429
  -1.6170115   0.4452165
  -1.1138515   0.7539023
  -0.5031353   0.8369291
  -0.1963413   0.2662023
   9.2936993E-02   6.2423587E-02
  -0.2072891  -0.9918685
   9.1552019E-02  -0.3335138
  -1.2857618   0.6332703
   1.6839736  -0.2148119
  -1.4549063  -0.3424651
  -0.6110516   0.1890088
   0.8086970   0.1037165
  -0.2316567  -0.8372281
  -0.1031572  -0.5269285
  -1.7618859  -8.8615179E-02
  -1.6226411E-02   0.6442543
  -0.7165519  -1.6921461E-02
   0.9127293  -0.3989341
   0.2387476  -0.8859432
   0.6313143  -4.7666311E-02
   1.2854159   0.5066344
  -1.6274452E-02  -0.9972202
  -1.5252037  -0.2796748
   7.4437141E-02  -0.4462032
  -0.9349166   0.6621307
  -1.1439551   0.4315246
  -0.8542002   0.7291324
  -0.5432093   0.5292760
  -1.7195296  -0.4585322
  -0.1343430  -0.5496200
  -0.9829484   0.8092932
  -0.4131887  -0.2095917
  -0.4623058  -0.6070657
  -1.3109633   0.1231989
  -1.3598813   0.6024090
   0.4756765   0.6884598
  -0.5169206   0.1307981
   0.1150477   0.3231047
   1.6063154   0.4206731
   1.3412418   0.2542475
   1.1733661   0.2530150
   0.7655320   0.4246551
  -0.3831742  -0.1290256
  -9.0106726E-03  -0.5335015
   0.5579860  -0.5592104
  -1.7512767   0.3625484
  -0.4493212   0.7254157
   0.2597754   6.2577605E-02
   0.3051720   0.1901184
   1.0260739  -0.6803642
  -0.1876150  -0.9940566
  -0.1520034   0.9375938
   1.2795589   0.1397164
   1.5467210   0.2135723
  -0.2616554  -0.4915646
  -1.6429758   0.2728204
   1.5976701   0.4552990
   4.2411327E-02   0.2103870
   0.8051915  -2.6497424E-02
   0.8519990   0.6575266
  -0.4516312  -0.9503709
   1.0678039  -0.4411662
  -1.4202241  -0.6795947
  -1.7061683   5.1985383E-02
   0.4290788  -0.2813774
  -0.4715775   0.8905559
  -1.8024826  -0.4286713
   1.2582216  -0.3015295
  -1.0672233   0.1945806
  -0.8212326   0.3148957
   1.5434482   0.4522079
   0.7350597   0.2576174
  -1.8519298  -0.2256157
  -1.3845329   7.5891256E-02
   1.7328439  -0.3766730
  -9.4607949E-02  -0.7430737
   0.3346424   0.6544117
   0.3353209   0.6962903
  -0.2620661   0.5495083
  -0.5447065  -0.4144021
  -1.4893395   0.4668678
   0.6716738   0.6476405
   0.8202760   0.8929921
  -1.6202195   0.5198162
   0.9712925   0.5507174
   0.5111833  -9.4377041E-02
  -0.5434616  -0.1944804
   0.6857848   0.7522604
  -0.2478387   7.9075933E-02
   0.2116954  -0.9712771
  -1.5129321  -9.4840467E-02
   0.1513362   1.6200304E-02
  -0.4931495   0.2793161
  -0.3634213   0.4656607
  -2.1564364E-02   0.3587173
